1,1086807,3
1,525356,2
1,1196100,4
1,1792741,2
1,769643,1
1,235553,4
1,1871179,3
1,2450433,3
1,850327,5
1,2563596,4
1,2329565,4
1,496087,2
1,818416,3
1,2234063,4
1,1922925,4
1,2305014,5
1,722591,5
1,608234,5
1,1874547,4
1,34907,3
1,230112,3
1,172264,4
1,1554712,5
1,2256485,1
1,2054145,3
1,437111,4
1,640588,4
1,2088415,4
1,1823641,5
1,1852606,4
1,863302,4
1,2005193,4
1,1294335,2
1,2630797,5
1,2207647,4
1,1824044,4
1,1168571,5
1,2054180,3
1,1547173,3
1,1398626,2
1,2118461,5
1,387418,1
1,1274780,3
1,379184,4
1,712610,4
1,202811,3
1,1201176,4
1,1001779,4
1,740495,4
1,272689,5
1,946102,5
2,2625420,2
2,977632,4
2,1288603,5
2,785768,3
2,349407,5
2,845529,5
2,995594,5
2,1344564,3
2,2103439,2
2,183903,5
2,1167731,4
3,2537764,5
3,525003,5
3,21983,4
3,78931,5
3,2297863,4
3,206809,5
3,52540,1
3,1830211,4
3,1198785,2
3,1281996,4
3,1406148,3
3,104768,5
3,153249,4
3,2596383,3
3,2338873,5
3,719833,4
3,257517,4
3,1947922,2
3,1100037,3
3,820624,4
3,309333,4
3,871580,3
3,755319,3
3,183215,4
3,1115632,3
3,714550,4
3,213541,3
3,2485566,5
3,1666581,4
3,1134816,4
3,883478,1
3,247940,4
3,282525,4
3,1272379,1
3,2625746,2
3,334051,4
3,179647,5
3,1928584,4
3,1025764,3
3,1386457,3
3,388752,4
3,253394,5
3,561923,3
3,593454,4
3,2560039,3
3,704538,4
3,2584024,3
3,1654540,4
3,2419782,3
3,593167,3
3,2455107,3
3,808966,4
3,2552842,4
3,1387650,3
3,1542242,4
3,664185,4
3,767052,3
3,1265961,4
3,2353520,4
3,1446775,4
3,660962,4
3,1105029,3
3,2538387,3
3,1301832,4
3,192539,4
3,1668888,5
3,546933,4
3,745706,3
3,1888597,4
3,2641668,4
3,504296,3
3,2146656,1
3,1813526,5
3,1566551,4
3,1507034,3
3,1830000,5
3,2359486,4
3,336842,4
3,1434651,3
3,1096430,2
3,586741,3
3,1662102,4
3,2446163,3
3,1241131,5
3,594196,5
3,2456574,4
3,2325455,4
3,2028133,4
3,250597,4
3,2546859,3
3,1998128,4
3,1425295,3
3,2541854,5
3,282736,4
3,902495,5
3,824980,2
3,1477176,3
3,2397497,5
3,718564,3
3,2253583,3
3,2646591,4
3,1317671,3
3,1591925,4
3,91245,4
3,2089599,1
3,2615224,3
3,2296114,4
3,1382951,4
3,401178,4
3,2307036,3
3,611883,4
3,1324333,5
3,296193,4
3,2532417,5
3,1531973,3
3,404170,4
3,414236,4
3,1964351,3
3,1932915,3
3,2423552,3
3,1506872,3
3,738379,4
3,807048,5
3,315433,2
3,1835786,4
3,1765674,2
3,1269384,4
3,1948576,4
3,2043149,4
3,742738,4
3,466257,4
3,964421,3
3,2552980,3
3,1187765,4
3,2115337,4
3,1087472,5
3,1444062,4
3,2295698,4
3,1494603,2
3,2446682,4
3,1940461,3
3,1469792,4
3,1284975,4
3,511899,4
3,1289218,3
3,2381925,5
3,2274497,4
3,2134527,4
3,2177175,5
3,243220,4
3,822886,4
3,354344,3
3,16229,4
3,1546923,4
3,2143622,3
3,152713,4
3,1193026,3
3,424947,5
3,2222089,2
3,2213523,3
3,1309057,4
3,2375867,3
3,2613200,3
3,1738839,4
3,1391510,1
3,1876574,5
3,693542,5
3,981733,4
3,689166,5
3,540807,5
3,21777,3
3,1077120,3
3,1984465,4
3,2629961,4
3,453043,2
3,795638,5
3,1176145,3
3,102859,5
3,1427265,4
3,810305,4
3,2426624,3
3,2468303,4
3,136160,3
3,78404,5
3,1334851,4
3,1361614,5
3,2384355,4
3,1496560,5
3,316155,4
3,200177,4
3,2601857,4
3,2010898,4
3,773532,5
3,2118159,4
3,262367,2
4,303948,2
4,240779,4
4,721992,4
4,1127519,4
4,42773,3
4,2291306,1
4,2558357,3
4,1278390,4
4,1773723,1
4,2487182,2
4,2299673,1
4,433955,2
4,1867448,3
4,2503502,3
4,1097846,1
4,2275124,5
5,1409354,3
5,264160,5
5,624145,3
5,154819,3
5,39526,4
5,229971,1
5,350559,5
5,2119007,5
5,1564058,4
5,480419,3
5,1972677,5
5,826604,5
5,956229,1
5,1231889,4
5,929320,5
5,1759886,4
5,2062763,4
5,415946,5
5,2596667,4
5,340002,5
5,429061,4
5,2005484,3
5,1452454,5
5,1303711,5
5,530475,5
5,2259085,5
5,2534006,4
5,77747,2
5,2424683,5
5,1666920,3
5,141806,5
5,19289,5
5,334242,1
5,2473227,5
5,477101,4
5,1656133,4
5,936891,3
5,2380030,5
5,1141610,5
5,1934110,1
5,2290290,5
5,300683,4
5,1236246,3
5,330381,4
5,1059847,5
5,1778955,3
5,2126421,5
5,2262004,5
5,1100357,4
5,1848170,5
5,2560342,3
5,1767952,5
5,2645030,5
5,333272,3
5,152405,4
5,45512,5
5,688357,4
5,228261,5
5,201811,4
5,1480841,5
5,2561674,2
5,1104245,3
5,2648122,4
5,1587025,5
5,2570949,4
5,101246,5
5,481649,5
5,897360,3
5,2276790,1
5,525402,5
5,590466,5
5,2150746,4
5,2294287,3
5,1773018,5
5,779476,2
5,597410,5
5,752642,1
5,412910,5
5,1312396,3
5,400372,3
5,857132,5
5,525887,5
5,1182669,4
5,746154,5
5,1056078,4
5,2570844,4
5,2642001,4
5,2442597,4
5,2102192,1
5,2487092,4
5,1419621,5
5,2100070,1
6,2031561,1
6,2541025,5
6,1083500,2
6,786312,2
6,1406998,3
6,1218364,4
6,1260775,3
6,1944630,4
6,503235,3
6,2320264,3
6,1844669,5
6,875184,1
6,2494075,1
6,147428,3
6,313975,5
6,2078752,4
6,2586052,1
6,2162676,1
6,1914507,4
6,1130061,3
6,1874875,5
6,986993,4
6,1829220,3
6,975188,4
6,1226789,4
6,2116941,4
6,285703,3
6,595870,1
6,1742476,3
6,1897721,3
6,1470123,3
6,2317770,3
6,209297,3
6,578699,2
6,851078,3
6,1295665,1
6,532439,5
6,2078245,5
6,442075,4
6,1364146,5
6,744546,5
6,2222062,1
6,410174,2
6,1073365,2
6,2360906,3
6,1484863,1
6,433593,4
6,2491110,3
6,386963,3
6,1125572,3
6,1517355,2
6,1875510,4
6,1029137,4
6,688747,1
6,1852774,1
6,2293722,3
6,1648657,4
6,2594516,2
6,2216532,1
6,309038,5
6,2326926,1
6,987337,4
6,976454,3
6,2342507,4
6,2415989,4
6,465903,5
6,7798,3
6,785573,3
6,926783,5
6,1617280,5
6,355532,4
7,1876520,1
7,1710658,3
7,1639792,1
7,1666693,1
7,2297901,2
8,785314,1
8,1818178,3
8,991725,4
8,602860,1
8,1037506,2
8,2195936,3
8,1513375,2
8,807586,5
8,1918101,4
8,1789551,2
8,1540303,4
8,830963,1
8,106834,5
8,115485,4
8,135348,2
8,1837521,3
8,1337905,3
8,1548340,3
8,2311816,1
8,1628545,1
8,369822,1
8,2113360,4
8,660995,3
8,575830,5
8,1903518,2
8,1229063,2
8,2439795,2
8,306781,5
8,2422907,5
8,332712,5
8,419330,5
8,65031,2
8,116044,4
8,686857,1
8,216780,4
8,2543231,3
8,221091,1
8,704829,2
8,880866,2
8,2580900,4
8,1180552,4
8,1684328,5
8,1307662,5
8,513501,3
8,492118,5
8,2643596,5
8,2174483,1
8,383344,1
8,2191278,5
8,2592183,5
8,1782553,4
8,1763105,4
8,327691,4
8,1025223,4
8,575094,3
8,1280524,3
8,1856867,4
8,1743758,3
8,1775545,4
8,2507206,4
8,166974,4
8,1449496,4
8,1310126,1
8,2006546,4
8,2202206,4
8,2491695,2
8,2092345,2
8,2091445,3
8,1441576,1
8,386650,5
8,963121,3
8,1820058,3
8,2413043,1
8,2234549,4
8,2014617,1
8,1334390,3
8,2289991,4
8,915723,4
8,1651165,3
8,4016,4
8,722899,5
8,2145789,1
8,1800726,3
8,985211,1
8,1915354,4
8,1500221,4
